"","GSM1371025","GSM1371026","GSM1371027","GSM1371028","GSM1371029","GSM1371030","GSM1371031","GSM1371032","GSM1371033","GSM1371034"
"ADAMTS8",6.94810420830891,7.07455613623333,6.95008348373049,7.1697215006981,7.61949170283211,7.40672214931093,6.23464091789153,6.44748769387265,6.30517166331293,6.3070585024957
"ADAMTS5",6.93861214449783,7.10294903133477,6.70204937554155,6.52718919568682,4.6124333217811,4.39606611023074,6.36096353881632,6.65069482201764,6.43915308361015,6.5665465334567
"PRSS23",11.9312756256812,11.8878450042743,11.9280363941633,11.8749727473672,6.90517957742112,7.02931887154427,9.93942348290701,9.91181093684326,9.92089778248129,9.9347541526565
"PTPN21",8.60181438691655,8.6663600242067,8.50751836413687,8.56250489872651,7.52072794627351,7.57555911874133,8.76311563377891,8.79159200728425,8.73101285884526,8.64320499722889
"RPP14",6.55734405918519,6.50462749358086,6.62146267061091,6.71636974873091,5.45816692319483,5.43111019673827,6.68287750680859,6.98963398531181,6.99711657203453,6.88587795297092
"PRDM4",9.22079711876261,9.21395734929077,9.16279582925356,9.26951769187698,8.10120549982033,8.22740339686437,9.36400465896179,9.42438699848062,9.37386144836746,9.36668704423768
"KIF3A",9.24736198625169,9.18379578494935,9.2748866441251,9.25975226579454,8.29864959024377,8.40517820742838,10.1839822928748,9.95683464575939,10.1126481093705,10.0308269155797
"CHGA",7.79380549028668,6.71535141792685,7.63174800285358,7.09085371503714,8.7417407751552,8.84743034870282,9.10847137239485,9.392936399858,9.33440638784474,9.44698398527971
"CHGB",7.28131030961977,7.11153716905377,7.12861780152175,7.27235894128915,8.14403837240023,8.19903840663502,9.74965884783606,9.82699280925004,10.0018263398195,10.0180404865834
"IL1RAPL1",6.16147837853564,6.17551840136732,6.46246319733592,6.18966821471608,4.74708556570091,5.30622724527489,6.40665865648773,6.51251452545819,6.70156383480097,6.85024547424846
"PKIG",10.2604068930773,10.3148197153925,10.4499428433787,10.4329886178266,9.29847432304135,9.24955378217963,10.3516755606592,10.4851759148944,10.4764713049368,10.4405946074216
"PLAAT3",7.52213652885275,7.48848037895465,7.49493060215949,7.35338203333078,11.9257331606571,11.8935101758436,6.36607272475418,6.55274116320321,6.6543564267717,6.60918979518248
"BVES",7.62763508456558,7.46053665115636,7.68427347784738,7.69169134660971,5.87232881087551,6.16098085804181,6.96136505444017,6.81985171439835,6.65872908362419,6.7741725049377
"CORO1A",7.90400145137425,8.03642752886643,8.03322096872222,8.099618034334,6.92550787618934,6.78470149047484,8.67091179097689,8.72682256889495,8.93701763378014,8.96504692500438
"NUDT6",8.5891433919874,8.49998212730956,8.64947453565232,8.74541791525428,7.52988684068512,7.17523841575869,8.29324892553432,8.33067623464197,8.40377766075469,8.26599051242204
"NUDT4",4.49891927246106,3.8509759425936,4.47599326995274,4.04927953331598,3.57222703754242,3.65603975149901,4.8140943806428,4.74688772929768,4.97297046084335,4.9215040123674
"NUDT5",9.639398920583,9.5579034112514,9.70538791310359,9.71482099197323,8.47250127604525,8.67893449512092,9.30958013168373,9.26790955395159,9.3673924516411,9.22655521338566
"FSTL1",8.9123486162517,8.92365206757169,8.91775294554643,8.82582682305881,7.01251698035071,6.99239651688399,8.12483359909697,8.20726186324138,7.89880927216894,7.95086699257158
"WDHD1",8.63440316693707,8.57188127265877,8.80471085312145,8.76472111628052,9.45644419685449,9.61123501218107,8.23772807217724,8.08557746907429,8.09187039324858,8.19120576897485
"FAM107A",6.92682594879911,7.02087859102997,7.0034941983123,7.03877372861856,5.55316056395376,4.9993734818574,8.20673468779456,8.29408309051355,7.93521967846814,8.00507498400403
"ADAMTS6",8.1379395522874,8.03734216165841,8.25214105687207,8.32121359262097,5.27114794498791,5.79796000778498,6.68113988845517,6.915388290791,7.17174256611174,7.085963054679
"BAZ1A",9.8063557825607,9.71641375491708,9.73898680685748,9.78093404557227,8.06108061741449,8.0272757464596,9.93953103157594,9.85091322894669,9.9396962843748,9.77857028228854
"LZTS1",7.02361821154022,7.01891791990323,6.79489107839303,6.88009818667504,6.63836051077828,6.71023882107646,8.51915827443982,8.43493206660349,8.49205118875313,8.34947411717206
"SLC2A6",9.04870398223255,9.04721811462651,8.86288431271242,8.98400336679735,8.13063615172241,8.10988769185472,9.10285700685482,9.21747589582339,8.97356232069299,8.93849813590885
"CELF3",7.61532791292516,7.68705851374739,7.77760681437001,7.60766916499738,6.29627981653662,6.22537811269093,10.3693086116552,10.2160979356698,10.4078834759796,10.0061283736693
"ADCY6",9.06080380746826,9.11371520740711,9.00612881313333,9.02243893628498,8.00213816467545,8.02114482923662,8.82464323583304,8.85478898103912,8.55243409964085,8.62633330726357
"CHEK2",9.36548621798109,9.43849638190608,9.55608389324527,9.49832834151423,10.2076424491586,10.1442041779739,8.57735211908414,8.7420397281386,8.65946976017574,8.6586854711465
"KLK8",6.16147837853564,6.38320653421115,6.10845179244577,6.05710731336683,7.78450195036425,7.01211820091004,6.08777275325174,5.98471752059455,5.47700411349504,5.60229105723498
"RASSF8",9.43613028187554,9.42701037687463,9.50363781711481,9.49360630553244,8.41522360807836,8.35533318750999,8.65366227900996,8.81375567723981,8.83124781311346,8.64469084341229
"SEC63",8.18229993944549,8.23330185644255,8.31885306355876,8.34335150674618,7.08196140061803,6.85476838617504,8.29325103518413,8.24702508615459,8.19175480217268,8.31097483847259
"RNF24",8.28517027059978,8.30007051489416,8.31279080756013,8.25686442192918,7.61379664756377,7.38928200132187,8.5923811232488,8.69620144082579,8.66903321142832,8.78941913101979
"EGLN3",5.97928332664863,5.76823436803768,6.07046309849112,6.10639937917871,9.34067153895273,9.42846872046002,5.06479633429827,5.15752699361232,6.29085469185265,6.38671669832116
"CHN2",7.98800588328291,8.03796179770739,8.16716599865519,8.11078724370915,6.373057280198,6.3959864064362,10.3213772892725,10.3742929536619,10.4194121543872,10.4005195139675
"ZHX1",8.33606098368783,8.36985892499776,8.39544711861243,8.46190102649016,6.06543334119797,6.01394770800174,8.89718919148081,8.88284438964827,8.88804749423615,8.96139091277843
"GPR176",9.96787726523652,10.0058507162725,9.94400673704248,9.9929804184844,11.6983513093331,11.8372673545882,8.88180047162204,8.69754894511237,8.94115676888608,8.87828123724543
"CAVIN3",7.86173366269504,7.87864436534934,7.79670386288296,7.6736105043544,8.17193477229783,8.21772513574988,7.22983982016374,7.1549062658529,7.02823278494826,7.20143026451193
"TP53TG1",9.11965412094609,9.10760829766005,9.36123673034673,9.31292524227511,7.35536496413154,7.49479367255744,9.05679187514331,9.08300735826795,9.26861831536365,9.19021922944593
"DCTN3",11.7551335190759,11.8192418576855,11.8653317885769,11.8561408385905,10.2661214571325,10.1798081061399,12.3105138626014,12.313803315512,12.3805637951102,12.4647160048264
"FILIP1L",7.81416348805696,7.64596332619163,7.53407332339641,7.65680689918906,4.17980294722095,4.81671218453027,6.88026114459147,6.84240539868741,6.90877339981104,6.76576198328763
"KLHL2",9.1323403651639,9.26506432915938,9.23782820047551,9.1846629762312,8.19093717230643,8.1443234727784,9.32278374106241,9.41184120217392,9.45891476746731,9.42075962926141
"KLF12",9.34670854942001,9.44871217558934,9.41145671446805,9.39422333551639,8.08523177857614,7.93850033445511,10.1449826011244,10.0753182771784,10.1809656234302,10.1255336209734
"PHF21B",8.72720807143962,8.75822436978293,8.8528979778008,8.80472731785477,8.07491325141747,8.01985910523661,10.1852890417187,10.2426331493832,10.3394015379288,10.2902016564672
"CFAP36",9.62515126596988,9.75560686920145,9.85516114415713,9.86907122013913,8.53500539301354,8.62715183102361,10.0110905338464,9.97815493305674,10.077692264453,9.9500097658598
"LYST",5.96076885690007,6.47206641479054,6.24754190881159,6.13407423390268,4.32701846278615,3.96909650493211,7.27717588731919,7.15341912323812,7.13314904653693,7.01510481973614
"MGAT4A",8.0379661720038,8.17631339645541,8.24430076017706,8.30818048583851,6.73005801585421,6.76128114227453,8.41518320091059,8.68464522304659,8.72792000097794,8.66668448860542
"TMC6",7.22559390282316,7.15318107482825,7.13489107868998,7.27826816128906,7.83032091279775,7.70886866029389,6.0491922648531,6.14548026391865,6.5186389747298,6.11572324865843
"SLC46A1",7.95479067937186,8.06662107468231,8.06262241870153,8.01368158952475,6.70852514560688,6.61047386377685,8.01810703325645,8.11745667716296,8.08754378731179,8.1961333527376
"FKBP9",9.91983795939033,10.0565891300123,9.96539425614456,10.001379606753,7.08572110376728,7.07816624250714,9.84027389820812,9.90011775233995,9.91804220290124,9.88521881813871
"PDAP1",5.98421833533166,6.29803055415138,6.23571307852083,6.42344384849385,4.88625909343964,4.86891076674151,6.38116347653029,6.30129300751958,6.02292951841894,6.20243294038702
"SCRG1",8.26953622408979,8.33804860292194,8.52854826656282,8.38425932084439,5.29730206283702,4.61924800821472,8.25289165597141,8.47941937804728,8.99650181637419,8.9486383779747
"GABARAPL2",12.0184386823542,12.0636270108159,12.1144446189501,12.0975000428752,11.4327330728166,11.4233025786483,12.4514575899359,12.5121235993833,12.5787115986018,12.5600243101817
"CHRNA3",7.90662003127541,7.91692939183147,7.89648723817218,7.89264165908246,6.15803268652472,5.87434058235339,7.99525612022213,8.17740617017564,7.25023511938126,7.39876888012299
"SDSL",8.18302833655742,8.24965719308518,8.22541861003334,8.30211398063358,7.14138874192382,7.15421927752017,7.79533524489146,7.82384297405688,7.86894960875634,7.7869540521071
"TUBA3FP",7.25819153190555,7.2505797219182,7.31953079529082,7.25773599716169,6.60602656064092,6.34193460609721,8.07939174037519,8.17632122348419,8.26712150306682,7.97464329961832
"HENMT1",7.63220525867724,7.82214538478135,7.76475624937234,7.73054004409126,8.89115296347083,8.70943317090994,8.37051399841339,8.4606851137038,8.33743906931343,8.27037359101905
"TRIM9",6.55802212838471,6.58668155176016,6.49333404911523,6.56193231639188,5.52168782668879,5.389577894149,7.69229856874053,7.711334309251,8.4826792841339,8.46621021513231
"EFHC1",8.84357827738896,8.87550259610029,8.87447546914245,8.9179931217716,7.71694449339693,7.87077216892931,9.15715994175875,9.23227060167101,8.9601181689802,8.99722640222014
"MAL2",8.53210155555462,8.42200269978601,8.58284502118539,8.75893720107055,10.9485850479984,11.1191873313894,8.16067203261685,8.18638169055398,7.96155682295523,7.96440508383663
"XKR4",5.20807849128485,5.29095870740739,5.63595971417214,5.15234264399965,6.73703552698406,6.70556922983936,7.274945660266,7.36905930395415,7.46992621909597,7.47895206229614
"KLHL32",3.50537813713603,3.68853883160184,3.57707348286429,3.39645362296338,3.15859524449814,2.73415004034502,3.84824817607672,4.22120350501216,4.39261346290395,4.39814732134215
"TMEM132B",7.37248379960202,7.30722864401063,7.41149632389043,7.47421313224298,9.06450773299684,9.14530282037249,6.60400886121219,6.48194897674367,6.71537099111256,7.19803133593123
"SLITRK1",4.74350241059611,4.90534093347296,5.45513244923965,5.26634499453693,4.47174711700769,4.65596051451039,8.00459615864655,8.00033801821244,8.58279157098523,8.50342821861604
"CCDC85A",3.95828436321311,3.80306700552731,3.92589959169298,4.01427858007305,3.19337538600603,3.03324980817858,5.23622671639284,5.36853951787709,5.55974121166791,5.59338359642678
"RNF157",8.67729571722795,8.61704765694614,8.78125307901316,8.76810231036218,7.70835523518554,7.56548100391426,8.66693497086367,8.66744374110599,8.89793524925206,8.81771318079781
"SORCS1",8.37956401960255,8.4759006770548,8.52942878557278,8.49829305856213,5.28055899136296,5.75560925543822,9.34491655358349,9.42894415708032,9.5752135118179,9.55048246596914
"KLHL29",8.63109994833625,8.59809473205189,8.49771221962361,8.54140521982677,5.78159203187642,5.60559289240137,8.8823721818413,9.02414453008845,8.86319415013889,8.85872375466104
"ZBED9",8.11663958302553,8.02017933998314,8.22133014316728,8.29748007805429,7.40137049298892,7.31633692145363,8.47933357213781,8.5581913475297,8.59377334887927,8.50326262344045
"OSBPL6",6.91925282645338,6.88808391290525,7.16493947560241,7.25522426801918,5.8914165744318,5.99933242075511,6.88788629891712,7.01679124891344,6.83720841320362,6.83811290273382
"TMEM123",12.2182529301331,12.0257554454435,12.1949687687423,12.0593560442968,10.4372319523632,10.554096774645,12.0272500921424,11.7949564476038,11.8557799140467,11.8293404647197
"WDR31",6.88254304818905,7.01698177021814,7.34668025320678,7.18817211719594,5.42425753646637,5.85080426986495,6.86228800730625,7.00068960399361,7.0126862340563,7.303625893087
"ZNF618",9.41582137085226,9.4254100126849,9.36081841784231,9.3433515298018,8.13918653398706,8.24295974515124,9.55188489011912,9.60341667009521,9.52018588446935,9.59728794791786
"CKB",12.3537070218544,12.3526779031172,12.4275342180495,12.398384498934,11.7075229313871,11.6947466625068,12.8982741554706,12.9487889666714,13.0553846856086,13.0433079433532
"KCTD12",7.90114517645037,7.91370066247997,7.92520811299909,7.90154181579331,6.50020795802176,6.81580979650814,8.47111476209652,8.40532749361401,8.50122416262052,8.3928398632632
"FBXO17",8.55052690293988,8.48784613506225,8.80921682920731,8.83073264895862,8.9903255761028,8.97253649200743,7.91257438336736,7.88879298314527,8.04994536912878,8.02361685285479
"PCMTD1",7.20667910554321,7.05298515113869,7.30148558926132,7.35373394406439,6.05179838164028,6.17782575259215,6.76930671673625,6.84703807348365,6.96361718960399,6.97010125453491
"CIRBP",9.06444839999864,9.01072763618547,9.04787057750944,9.16429607135226,8.59797688001074,8.45401006493618,10.3203492315558,10.3694336271288,10.3596130622903,10.451292026864
"TENT5B",8.3495231405775,8.16402319112156,8.23229539496788,8.2569022671201,11.6791104144433,11.619157549711,6.86859822275545,6.63602619506011,7.01480677283689,6.90260031857951
"ALPK2",8.18923001329055,8.09950398321357,7.78407353780546,7.67162940498522,5.25004740034109,4.84611442349454,6.31794960111802,6.06670682399606,6.80160481670759,6.69453501712395
"RAB3C",5.79049853472733,6.0080117885859,6.02491533868856,5.82842341875721,6.31642666108472,6.16500398162646,7.58687307521952,7.70760567808276,8.15061823586121,7.79395967760866
"CTHRC1",9.87545060023646,9.86400638170383,9.77622121107984,9.77067754841697,7.50099910537057,7.79343636181817,10.0063425193116,10.0735592368309,9.65818701823534,9.64930538617289
"ADCYAP1",5.8441137556044,5.74804692954999,5.79892844434025,5.68069854057602,4.03570363480866,4.28127402339902,7.17580123612942,7.45926512016355,7.01696220567294,7.02416340964464
"FOXP4",8.43287461878778,8.48154449444132,8.52936689621528,8.54534768067753,5.76240163760527,6.47252242651043,7.74220590455031,7.66500235425376,7.7036576812512,7.74293970626906
"LRRC3B",6.87230301804759,6.7807139838318,7.09364720492871,7.28145886812167,5.59299938837629,6.04763919659715,8.65726618606991,8.71558329872737,8.95878005437223,8.80042492535702
"FAM210B",11.0462402508228,11.0928563472132,11.1581579124899,11.1873861069235,9.08088353265651,9.13179509441105,11.0264663376724,11.1360289406925,11.0967669483111,11.0777368172293
"CYYR1",9.6257361135262,9.65359525027211,9.74087057400194,9.71192591614388,7.79901477543988,7.88901283661723,9.00270917278233,9.05353532945109,8.68907629692215,8.66558061015127
"COX20",10.506556642889,10.5754208431216,10.5927180798946,10.6254910348174,9.72970851527365,9.76578523464845,10.8320842106129,10.8610002572243,11.0321205997139,10.9931706899486
"TLCD1",7.86808931494144,7.75942011748511,7.73379424566327,7.76632906080133,9.7626532048984,9.81374863302688,6.77465675660435,6.92135330041791,6.84557293585907,6.71195721909138
"C8orf34",4.14434647374138,4.22546452658768,4.22910403581735,4.39769843151902,5.07812356379943,4.76124833105594,3.65481388459352,3.94166855463428,4.1506770735645,3.5577065483637
"LYPD1",7.91754924630873,8.03428692556888,7.80284163697991,7.77290376686696,5.97512685530285,6.35634335316867,7.5849929055516,7.75073839777164,7.82411538043179,7.97544498504671
"TM4SF18",4.20819992143164,3.79827558308366,2.8203229259589,2.98654287676532,3.53877278351843,3.56378776625646,2.54396035203222,2.83349020042,2.82531319334379,2.74795980162826
"TOP1MT",8.51048604161089,8.56893411800939,8.59789583436804,8.7158011280176,9.43630885710412,9.26149663913587,7.69203931290093,7.85280201307837,7.88557246932753,7.87563421175598
"OLIG1",3.50504130104393,3.37562454671771,3.47073842865359,3.30191630549999,3.85397635409831,3.28030727006761,5.33410483527076,5.0194700177087,5.08971365422471,5.76648987808297
"NIBAN1",6.33819602302047,6.54697503476532,6.06985492619075,5.86194481353121,6.84993336139189,7.02856622460906,4.94566852499082,5.25917119018435,5.03694675591595,4.93517820178838
"MRGPRF",6.15155999301238,6.36709055326583,6.33786624555906,6.13165773051944,8.01510359346781,7.92204112922495,5.51376989704811,5.2746082423177,5.86504524586655,5.53455873397959
"WDR17",5.70824631267971,5.64276374880184,5.67039965384139,5.63687094947046,4.37042113454416,4.4206476745902,6.31729735153167,6.10128540674824,6.12182024958559,6.09793654989674
"ACAP3",7.81974905570976,7.81715380573547,7.86681321407244,7.71627702933849,7.27367034228244,7.22013167368553,8.58149788870588,8.66613348068579,8.71041887710113,8.70432512412541
"AGAP3",8.98260982161499,9.00925976462651,9.01765615834555,9.07078928902447,7.94856817070675,8.07423980467026,9.10767765163354,9.18630191039394,9.11205743772993,9.14287070361604
"ADCYAP1R1",7.02508895611025,6.97645200977584,7.06414290701957,7.15886455937936,8.47356542846559,8.43496046528467,7.83684070398071,8.02402961000202,8.21925004353184,8.3495231405775
"DACH2",8.28625422391322,8.11122855318999,8.16228904924837,8.10291886649558,5.78112255602678,5.78112255602678,8.71712160596671,8.68174180693831,8.38693523094823,8.33106596751801
"WFIKKN1",7.66247939816155,7.70845965317443,7.78449273777471,7.91906508665474,6.66504719824298,6.49213669449978,7.40639178768134,7.41042614625168,7.43024649790898,7.27464229756687
"SSX2IP",10.0142623226645,10.0138209304801,10.099098076497,10.0585935581508,8.84699968231748,8.80399599697272,9.83780925248651,9.97146517950983,9.79375545082702,9.77650171310261
"PARD3B",8.37451653073927,8.47735561109963,8.28725647942349,8.4825403840586,7.44111356715993,7.30899410991212,8.30919437699652,8.17448467153894,8.23393344792209,8.2807488475486
"TRIM6",7.77319878145527,7.78132922545223,7.93193985362174,7.93520932728905,9.68176851024815,9.67592902521337,6.9463912788456,6.93368316759223,7.11681377871366,6.98175747555679
"CLCN3",10.7606631019592,10.6477449987211,10.7790895092068,10.73487149741,10.1356291397909,10.1250004626405,11.3827485103141,11.4030868755389,11.4009341015964,11.4251862248817
"CLCN4",8.10458873460529,8.21122692163786,8.31827215054332,8.31261503565036,7.46255567632464,7.40569370046001,8.4665397618593,8.61913289801524,8.70615568413492,8.6315537515168
"OLFM3",5.20029879098313,5.16578413103659,4.68045573476618,4.92538679407197,3.57829630666468,3.32230551677086,6.14451376645424,6.13949167287603,5.49611176193207,5.05733074516642
"ANTXR2",7.96047884713597,7.86777102172199,7.91216894252163,7.99988553436346,4.38480796853734,4.27178998864664,7.77084899990274,7.72207805791909,7.64459749934509,7.67155652205249
"ZNF488",4.87392934206747,5.16934303450739,5.00577055046445,4.82016545340603,7.12010184067475,7.09622751135749,5.5740044382708,5.47793113724812,5.39160260014807,5.56016749190603
"PIK3AP1",7.38857532858928,7.52564366245308,7.56443510318454,7.37882706183826,6.40539773142812,6.47745614907562,7.05982333764822,7.14408839055048,6.63272621120551,6.76735184273067
"MORN4",9.20202503179932,9.2262261212574,9.41550478414181,9.37078360013899,8.45549267550788,8.47317605946791,9.52578562990453,9.6148179011861,9.69035787437704,9.63695449734959
"BORCS7",10.4611262958833,10.4428940171973,10.4930231037984,10.4628165595134,9.00124506080616,8.94421333193437,10.6158306841519,10.6140304791765,10.8235064179916,10.7291288629787
"GSTO2",8.51751450527172,8.50073076917913,8.71949826900394,8.77121554702431,9.53923884002005,9.48578036746318,7.61823310248698,7.61636955171519,7.88738541265906,7.85034223107244
"CLK1",9.43735813561977,9.41510583100549,9.30514912792981,9.31294603558552,7.60062067313681,7.65095963428509,9.66994775005129,9.589118140251,9.83311239672231,9.69480010689363
"ANAPC16",9.85595099722608,9.87821256058352,10.0337785274924,10.0357484964651,8.80704712286459,8.76856106791902,9.65370440079231,9.57146744445338,9.9258943780718,9.81950803203093
"SLC36A4",6.14763270356081,6.1849878746972,6.29250360897253,6.15016659324558,4.953193551573,4.61924800821472,6.15135849965154,6.0092132874537,6.0651061491457,5.93673213728743
"FAT3",10.2134780882848,10.2182280080902,10.3908647097718,10.4530018031155,8.66263518913532,8.63383513156097,9.98597648686899,9.94988592041058,9.8197277980244,9.88580138595205
"LRIG3",8.07068355314467,7.71812511492973,7.8321217712876,7.86282137465835,5.58370013580634,6.00697628436253,7.17908250830455,6.96762094337687,6.97319044766977,6.98507767826869
"ZNF641",8.71853705920466,8.67677725879094,8.8486076272535,8.7801315399343,7.86220147306051,8.02114482923662,9.02995195773554,9.15658800697673,9.3550566214618,9.17293088538645
"IKBIP",8.70727780156054,8.71839424089611,8.82530495400497,8.88146917477551,5.93262088543952,6.26525953076314,7.64547076962392,7.46120581704218,7.81588685096138,7.55497413975852
"ERP27",6.84506929477619,7.02542620988424,7.22904267740357,7.15069547024644,4.75026693723103,4.28127402339902,4.5320244243153,5.10683533329538,4.93794030200894,4.63117300860297
"ANO4",7.6815041969526,7.64614631711084,7.20330755835649,7.19159364339903,5.47282114703706,5.61106869574757,7.36782645814984,7.39376307425836,7.21048297452688,7.26700822695786
"TEX26",5.59786071974241,5.52743687648445,5.54542160690455,5.42133726014501,4.33569049644903,5.27370149510504,6.09307786065373,5.99985274288413,5.89156713826477,6.00242437501513
"SLAIN1",9.23415303808607,8.9190505829292,9.14970277489248,9.10965768910293,8.08303456087182,8.42007278060281,9.46327850027461,9.3495408393633,9.90942415390222,9.57051069524179
"AK7",6.19388262274081,6.45956999866262,6.32469514782695,6.51013098595893,4.75095657987412,4.89226522758711,6.12544474966774,6.32644077132,6.06646950779865,6.32774047896548
"KLHDC1",4.42642256716981,4.55278180383946,4.70353387756435,4.36271193210521,3.13178629402676,3.2180435101225,4.72648099254772,4.82495943741392,5.01185155724622,5.22041528502325
"FRMD6",10.4964340761676,10.4552655113526,10.1082766039635,10.1012774017821,8.36134383008876,8.34061368328642,8.72094166228061,8.66237411186789,8.57883125697354,8.6347373324632
"NIPA1",7.76088824134817,7.79748331100775,7.83711741744112,7.91408538035371,6.43490554721101,6.21326097842544,8.08345799614171,8.27838904405839,8.10016392711325,8.30839164240384
"C16orf46",8.09466356544374,8.09866358081475,8.27549517542875,8.20334477859049,6.67336078662455,6.88269580355044,8.20927583469894,8.35684833498591,8.36300854310131,8.12608333183351
"IQCK",9.7795648526339,9.81033408614541,9.90389324865004,9.93105811420824,8.35153633494226,8.35058524877196,9.86401882419375,9.8690599591849,9.75994625766605,9.7767144934806
"CDYL2",7.15466784315049,7.0021954178526,7.25813906840396,7.22775362042621,5.49879988544538,5.69710199013622,7.29529230073913,7.51159208570627,7.54032044737171,7.56017934050217
"SLC43A2",6.71181406097371,6.74934924839398,6.64557450409591,6.64460523646999,6.17907401743151,6.16218007393495,7.22925684561338,7.20615804942181,7.34895771473704,7.22530406253679
"DIPK1C",9.29143156873662,9.04101510378928,9.46128971994942,9.3895497367834,7.18231657619302,6.89092924566685,7.53407198251743,7.322646462655,7.65138850855694,7.69532306245229
"CNGB1",4.28087989703523,4.71121878797713,4.68500015403796,4.87536218261052,4.41262547697408,4.34513709942771,5.77782072600416,5.54472337577837,5.80660731886365,5.36037377067775
"CNGA3",4.44712068964399,4.7791638554635,4.84766583623473,4.75933335683147,4.22150856624336,4.28550500312976,7.25788247350036,7.50884986495786,7.87289508912656,7.86579922503751
"EID2B",7.74280304683579,7.85165642360527,7.8173793472006,8.00247494711882,7.01704820309107,6.90423948584228,8.19814321469605,8.21034703937788,8.57621276139746,8.40351685567583
"ZNF428",9.31283688215795,9.41252684977344,9.49668503814654,9.43847141962889,8.06653974823515,7.95926857601444,9.82995579850317,9.87433781368233,10.0225724314095,10.1413157860051
"PLK3",6.52785246008682,6.42205787135658,6.46261309327993,6.54781724457436,5.75888826250532,5.43005504604199,6.64235746417309,6.76540247416796,6.52324342045429,6.61070234408713
"MOB3A",8.86898134467675,8.912088582922,8.87784541941533,8.92359955775062,8.09442238004614,8.0195558023985,9.31458390430676,9.42508895248746,9.31670246279338,9.23679774824215
"CNN1",9.29868004730815,9.13908763791141,9.29855847363556,9.27261900778158,8.27658709661786,8.33712846608753,7.06157723982273,6.78997761309766,7.06507262265923,7.16181877177919
"CNN2",9.77466609573187,9.78765720396168,9.8083415228177,9.71611749490229,10.1063423938808,10.1104039692022,8.39737382533403,8.58112407326313,8.45631873513801,8.32768596931828
"CNN3",12.3654653313634,12.3066177174322,12.3982044976296,12.3146947379582,11.2981127356885,11.2951679668015,12.2593343765147,12.2037557054361,12.1494231401104,11.9930373284691
"CCSAP",9.40843648200609,9.5108884200394,9.42277929199802,9.48420276585797,8.25467047762941,8.34370248976668,10.0368886194176,10.0585832341663,10.1430815609284,10.0649428946628
"B3GALT6",9.22066906682391,9.28182704714862,9.27282784562292,9.31283688215795,8.38033978245637,8.15015686388353,9.48663008346888,9.60129833777113,9.66804342166947,9.56392018306501
"CNR1",6.47825183471333,6.65819704207923,6.66296359009524,6.5304786476547,5.69458437900952,5.80637347651021,10.0240414510045,9.88314926351858,9.85712346322862,9.8101104715501
"WDR63",5.14274565215758,4.90602903786397,5.07925441133162,5.36913013370066,4.38402371898844,3.60357806927531,4.81037250493167,5.12410378211871,5.05109849001078,5.04237603141739
"IFFO2",7.98396247778055,7.95203978874946,7.88349018019192,7.81888544760297,6.70892709359151,6.85617814462436,6.92443062486219,7.02704624273799,7.12994937774425,7.13736677210797
"CNTN1",3.15276739782068,2.76432089222521,3.10485750251645,3.06866122636212,4.17638540400846,5.05609482103745,6.80554185672233,6.90922621512922,7.54146383893446,7.41269202079001
"COL1A1",8.65217819330052,8.51904490541295,8.09236181017764,8.03370307465695,5.7107228118504,6.23205537971656,6.71073725530495,6.58129680304498,6.91782523485836,7.02775082167705
"OSCP1",7.77887657593285,7.93596090723203,7.80388766600527,7.93201535109611,6.575610179146,6.79820429482576,8.22947920349133,8.47688272370411,8.33173083246683,8.3393744288799
"COL1A2",12.8620539552012,12.9078897162085,12.6989425909149,12.729433474497,10.8673981045352,10.8121894202298,11.6435478606647,11.6373345006729,11.4376505767269,11.4966413015185
"COL2A1",13.0538482291061,13.0451162577108,13.0298694448684,13.06895692937,7.67832249574157,7.51569759560813,12.5906302377795,12.5770864558424,12.2782594967928,12.2946338903406
"LIX1L",10.0258304066383,10.1736517663483,10.1062746204361,10.1716317748885,6.40625920540499,6.23393787907292,10.6512467988832,10.7448540131733,10.8120147318033,10.7603576063322
"COL3A1",9.74302357106087,9.88769712192687,9.20614693291146,9.24247817308698,4.83110207378399,3.40575012975577,10.4899348482934,10.5439525823011,10.119044457026,10.0678633553783
"SPATA17",7.27705921058536,7.18340582960725,7.34559525290279,7.48887932196476,5.64744379113012,6.01270438430159,7.11586794683862,7.1279144383664,6.6044166315091,6.76525833760641
"COL4A1",12.3984091197407,12.4092524593769,11.9996813370456,11.9599142292352,10.2848496944105,10.3580929978354,10.7973365859105,10.7302270998858,10.6565247874623,10.5463449473962
"ARHGEF19",7.98085154770585,8.02707901407918,8.15255378957172,8.17198762746354,9.11657942236525,9.12198897309444,7.21196950342672,7.23620823826193,7.53589501422774,7.37220777348465
"COL4A2",12.6431977399042,12.6727394608231,12.4901329712891,12.5462355089189,10.2249561835969,10.1731674901786,11.7986228975635,11.8487293712238,11.5467896141798,11.5148865164703
"NKAIN4",9.70270145859643,9.79525445954637,9.79209441978216,9.86136210474692,8.30129367083872,8.15716978342169,9.95297275025981,10.1151501627935,10.0519732784902,10.0264645575723
"FITM2",7.9608054960711,8.05097276274134,8.04264263784861,8.0297303570148,7.37136707925072,7.23626136913489,8.38738880783684,8.48569719812904,8.49395046700735,8.3495231405775
"COL4A5",11.6716003820855,11.5553769982332,11.699936926177,11.5072108706097,9.6702117060147,9.75489025419808,11.451910984953,11.3559556814176,11.2095019152612,11.160296160136
